movie_name,movie_date,award_year,award_category,award_person,person_dateofbirth
Toni Erdmann,2016-01-01,2017-01-01,FOREIGN LANGUAGE FILM,Germany,
A Man Called Ove,2016-01-01,2017-01-01,MAKEUP AND HAIRSTYLING,Eva von Bahr and Love Larson,
Star Trek Beyond,2016-01-01,2017-01-01,MAKEUP AND HAIRSTYLING,Joel Harlow and Richard Alonzo,
Suicide Squad,2016-01-01,2017-01-01,MAKEUP AND HAIRSTYLING,Alessandro Bertolazzi,
Jackie,2016-01-01,2017-01-01,MUSIC (Original Score),Mica Levi,
La La Land,2016-01-01,2017-01-01,MUSIC (Original Score),Justin Hurwitz,
Lion,2016-01-01,2017-01-01,MUSIC (Original Score),Dustin O'Halloran and Hauschka,
Moonlight,2016-01-01,2017-01-01,MUSIC (Original Score),Nicholas Britell,
Passengers,2016-01-01,2017-01-01,MUSIC (Original Score),Thomas Newman,
La La Land,2016-01-01,2017-01-01,MUSIC (Original Song),Music by Justin Hurwitz,
Trolls,2016-01-01,2017-01-01,MUSIC (Original Song),Music and Lyric by Justin Timberlake,
Jim: The James Foley Story,2016-01-01,2017-01-01,MUSIC (Original Song),Music and Lyric by J. Ralph and Sting,
Moana,2016-01-01,2017-01-01,MUSIC (Original Song),Music and Lyric by Lin-Manuel Miranda,
Arrival,2016-01-01,2017-01-01,BEST PICTURE,Shawn Levy,
Fences,2016-01-01,2017-01-01,BEST PICTURE,Scott Rudin,
Hacksaw Ridge,2016-01-01,2017-01-01,BEST PICTURE,Bill Mechanic and David Permut,
Hell or High Water,2016-01-01,2017-01-01,BEST PICTURE,Carla Hacken and Julie Yorn,
Hidden Figures,2016-01-01,2017-01-01,BEST PICTURE,Donna Gigliotti,
La La Land,2016-01-01,2017-01-01,BEST PICTURE,Fred Berger,
Lion,2016-01-01,2017-01-01,BEST PICTURE,Emile Sherman,
Manchester by the Sea,2016-01-01,2017-01-01,BEST PICTURE,Matt Damon,
Moonlight,2016-01-01,2017-01-01,BEST PICTURE,Adele Romanski,
Arrival,2016-01-01,2017-01-01,PRODUCTION DESIGN,Production Design: Patrice Vermette,
Fantastic Beasts and Where to Find Them,2016-01-01,2017-01-01,PRODUCTION DESIGN,Production Design: Stuart Craig,
"Hail, Caesar!",2016-01-01,2017-01-01,PRODUCTION DESIGN,Production Design: Jess Gonchor,
La La Land,2016-01-01,2017-01-01,PRODUCTION DESIGN,Production Design: David Wasco,
Passengers,2016-01-01,2017-01-01,PRODUCTION DESIGN,Production Design: Guy Hendrix Dyas,
Blind Vaysha,2016-01-01,2017-01-01,SHORT FILM (Animated),Theodore Ushev,
Borrowed Time,2016-01-01,2017-01-01,SHORT FILM (Animated),Andrew Coats and Lou Hamou-Lhadj,
Pear Cider and Cigarettes,2016-01-01,2017-01-01,SHORT FILM (Animated),Robert Valley and Cara Speller,
Pearl,2016-01-01,2017-01-01,SHORT FILM (Animated),Patrick Osborne,
Piper,2016-01-01,2017-01-01,SHORT FILM (Animated),Alan Barillaro and Marc Sondheimer,
Ennemis Intérieurs,2016-01-01,2017-01-01,SHORT FILM (Live Action),Sélim Azzazi,
La Femme et le TGV,2016-01-01,2017-01-01,SHORT FILM (Live Action),Timo von Gunten and Giacun Caduff,
Silent Nights,2016-01-01,2017-01-01,SHORT FILM (Live Action),Aske Bang and Kim Magnusson,
Sing,2016-01-01,2017-01-01,SHORT FILM (Live Action),Kristof Deák and Anna Udvardy,
Timecode,2016-01-01,2017-01-01,SHORT FILM (Live Action),Juanjo Giménez,
Arrival,2016-01-01,2017-01-01,SOUND EDITING,Sylvain Bellemare,
Deepwater Horizon,2016-01-01,2017-01-01,SOUND EDITING,Wylie Stateman and Renée Tondelli,
Hacksaw Ridge,2016-01-01,2017-01-01,SOUND EDITING,Robert Mackenzie and Andy Wright,
La La Land,2016-01-01,2017-01-01,SOUND EDITING,Ai-Ling Lee and Mildred Iatrou Morgan,
Sully,2016-01-01,2017-01-01,SOUND EDITING,Alan Robert Murray and Bub Asman,
Arrival,2016-01-01,2017-01-01,SOUND MIXING,Bernard Gariépy Strobl and Claude La Haye,
Hacksaw Ridge,2016-01-01,2017-01-01,SOUND MIXING,Kevin O'Connell,
La La Land,2016-01-01,2017-01-01,SOUND MIXING,Andy Nelson,
Rogue One: A Star Wars Story,2016-01-01,2017-01-01,SOUND MIXING,David Parker,
13 Hours: The Secret Soldiers of Benghazi,2016-01-01,2017-01-01,SOUND MIXING,Gary Summers,
Deepwater Horizon,2016-01-01,2017-01-01,VISUAL EFFECTS,Craig Hammack,
Doctor Strange,2016-01-01,2017-01-01,VISUAL EFFECTS,Stephane Ceretti,
The Jungle Book,2016-01-01,2017-01-01,VISUAL EFFECTS,Robert Legato,
Kubo and the Two Strings,2016-01-01,2017-01-01,VISUAL EFFECTS,Steve Emerson,
Rogue One: A Star Wars Story,2016-01-01,2017-01-01,VISUAL EFFECTS,John Knoll,
Arrival,2016-01-01,2017-01-01,WRITING (Adapted Screenplay),Screenplay by Eric Heisserer,
Fences,2016-01-01,2017-01-01,WRITING (Adapted Screenplay),Screenplay by August Wilson,
Hidden Figures,2016-01-01,2017-01-01,WRITING (Adapted Screenplay),Screenplay by Allison Schroeder and Theodore Melfi,
Lion,2016-01-01,2017-01-01,WRITING (Adapted Screenplay),Screenplay by Luke Davies,
Moonlight,2016-01-01,2017-01-01,WRITING (Adapted Screenplay),Screenplay by Barry Jenkins,
Hell or High Water,2016-01-01,2017-01-01,WRITING (Original Screenplay),Written by Taylor Sheridan,
La La Land,2016-01-01,2017-01-01,WRITING (Original Screenplay),Written by Damien Chazelle,
The Lobster,2016-01-01,2017-01-01,WRITING (Original Screenplay),Written by Yorgos Lanthimos,
Manchester by the Sea,2016-01-01,2017-01-01,WRITING (Original Screenplay),Written by Kenneth Lonergan,
20th Century Women,2016-01-01,2017-01-01,WRITING (Original Screenplay),Written by Mike Mills,
Call Me by Your Name,2017-01-01,2018-01-01,ACTOR IN A LEADING ROLE,Timothée Chalamet,
Phantom Thread,2017-01-01,2018-01-01,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,
Get Out,2017-01-01,2018-01-01,ACTOR IN A LEADING ROLE,Daniel Kaluuya,
Darkest Hour,2017-01-01,2018-01-01,ACTOR IN A LEADING ROLE,Gary Oldman,
"Roman J. Israel, Esq.",2017-01-01,2018-01-01,ACTOR IN A LEADING ROLE,Denzel Washington,
The Florida Project,2017-01-01,2018-01-01,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,
"Three Billboards outside Ebbing, Missouri",2017-01-01,2018-01-01,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,
The Shape of Water,2017-01-01,2018-01-01,ACTOR IN A SUPPORTING ROLE,Richard Jenkins,
All the Money in the World,2017-01-01,2018-01-01,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,
The Shape of Water,2017-01-01,2018-01-01,ACTRESS IN A LEADING ROLE,Sally Hawkins,
"Three Billboards outside Ebbing, Missouri",2017-01-01,2018-01-01,ACTRESS IN A LEADING ROLE,Frances McDormand,
"I, Tonya",2017-01-01,2018-01-01,ACTRESS IN A LEADING ROLE,Margot Robbie,
Lady Bird,2017-01-01,2018-01-01,ACTRESS IN A LEADING ROLE,Saoirse Ronan,
The Post,2017-01-01,2018-01-01,ACTRESS IN A LEADING ROLE,Meryl Streep,
Mudbound,2017-01-01,2018-01-01,ACTRESS IN A SUPPORTING ROLE,Mary J. Blige,
"I, Tonya",2017-01-01,2018-01-01,ACTRESS IN A SUPPORTING ROLE,Allison Janney,
Phantom Thread,2017-01-01,2018-01-01,ACTRESS IN A SUPPORTING ROLE,Lesley Manville,
Lady Bird,2017-01-01,2018-01-01,ACTRESS IN A SUPPORTING ROLE,Laurie Metcalf,
The Shape of Water,2017-01-01,2018-01-01,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,
The Boss Baby,2017-01-01,2018-01-01,ANIMATED FEATURE FILM,Tom McGrath and Ramsey Naito,
The Breadwinner,2017-01-01,2018-01-01,ANIMATED FEATURE FILM,Nora Twomey and Anthony Leo,
Coco,2017-01-01,2018-01-01,ANIMATED FEATURE FILM,Lee Unkrich and Darla K. Anderson,
Ferdinand,2017-01-01,2018-01-01,ANIMATED FEATURE FILM,Carlos Saldanha and Lori Forte,
Loving Vincent,2017-01-01,2018-01-01,ANIMATED FEATURE FILM,Dorota Kobiela,
Blade Runner 2049,2017-01-01,2018-01-01,CINEMATOGRAPHY,Roger A. Deakins,
Darkest Hour,2017-01-01,2018-01-01,CINEMATOGRAPHY,Bruno Delbonnel,
Dunkirk,2017-01-01,2018-01-01,CINEMATOGRAPHY,Hoyte van Hoytema,
Mudbound,2017-01-01,2018-01-01,CINEMATOGRAPHY,Rachel Morrison,
The Shape of Water,2017-01-01,2018-01-01,CINEMATOGRAPHY,Dan Laustsen,
Beauty and the Beast,2017-01-01,2018-01-01,COSTUME DESIGN,Jacqueline Durran,
Darkest Hour,2017-01-01,2018-01-01,COSTUME DESIGN,Jacqueline Durran,
Phantom Thread,2017-01-01,2018-01-01,COSTUME DESIGN,Mark Bridges,
The Shape of Water,2017-01-01,2018-01-01,COSTUME DESIGN,Luis Sequeira,
Victoria & Abdul,2017-01-01,2018-01-01,COSTUME DESIGN,Consolata Boyle,
Dunkirk,2017-01-01,2018-01-01,DIRECTING,Christopher Nolan,
Get Out,2017-01-01,2018-01-01,DIRECTING,Jordan Peele,
Lady Bird,2017-01-01,2018-01-01,DIRECTING,Greta Gerwig,
Phantom Thread,2017-01-01,2018-01-01,DIRECTING,Paul Thomas Anderson,
The Shape of Water,2017-01-01,2018-01-01,DIRECTING,Guillermo del Toro,
Abacus: Small Enough to Jail,2017-01-01,2018-01-01,DOCUMENTARY (Feature),Steve James,
Faces Places,2017-01-01,2018-01-01,DOCUMENTARY (Feature),Agnès Varda,
Icarus,2017-01-01,2018-01-01,DOCUMENTARY (Feature),Bryan Fogel and Dan Cogan,
Last Men in Aleppo,2017-01-01,2018-01-01,DOCUMENTARY (Feature),Feras Fayyad,
Strong Island,2017-01-01,2018-01-01,DOCUMENTARY (Feature),Yance Ford and Joslyn Barnes,
Edith+Eddie,2017-01-01,2018-01-01,DOCUMENTARY (Short Subject),Laura Checkoway and Thomas Lee Wright,
Heaven Is a Traffic Jam on the 405,2017-01-01,2018-01-01,DOCUMENTARY (Short Subject),Frank Stiefel,
Heroin(e),2017-01-01,2018-01-01,DOCUMENTARY (Short Subject),Elaine McMillion Sheldon and Kerrin Sheldon,
Knife Skills,2017-01-01,2018-01-01,DOCUMENTARY (Short Subject),Thomas Lennon,
Traffic Stop,2017-01-01,2018-01-01,DOCUMENTARY (Short Subject),Kate Davis and David Heilbroner,
Baby Driver,2017-01-01,2018-01-01,FILM EDITING,Paul Machliss and Jonathan Amos,
Dunkirk,2017-01-01,2018-01-01,FILM EDITING,Lee Smith,
"I, Tonya",2017-01-01,2018-01-01,FILM EDITING,Tatiana S. Riegel,
The Shape of Water,2017-01-01,2018-01-01,FILM EDITING,Sidney Wolinsky,
"Three Billboards outside Ebbing, Missouri",2017-01-01,2018-01-01,FILM EDITING,Jon Gregory,
A Fantastic Woman,2017-01-01,2018-01-01,FOREIGN LANGUAGE FILM,Chile,
The Insult,2017-01-01,2018-01-01,FOREIGN LANGUAGE FILM,Lebanon,
Loveless,2017-01-01,2018-01-01,FOREIGN LANGUAGE FILM,Russia,
On Body and Soul,2017-01-01,2018-01-01,FOREIGN LANGUAGE FILM,Hungary,
The Square,2017-01-01,2018-01-01,FOREIGN LANGUAGE FILM,Sweden,
Darkest Hour,2017-01-01,2018-01-01,MAKEUP AND HAIRSTYLING,Kazuhiro Tsuji,
Victoria & Abdul,2017-01-01,2018-01-01,MAKEUP AND HAIRSTYLING,Daniel Phillips and Lou Sheppard,
Wonder,2017-01-01,2018-01-01,MAKEUP AND HAIRSTYLING,Arjen Tuiten,
Dunkirk,2017-01-01,2018-01-01,MUSIC (Original Score),Hans Zimmer,
Phantom Thread,2017-01-01,2018-01-01,MUSIC (Original Score),Jonny Greenwood,
The Shape of Water,2017-01-01,2018-01-01,MUSIC (Original Score),Alexandre Desplat,
Star Wars: The Last Jedi,2017-01-01,2018-01-01,MUSIC (Original Score),John Williams,
"Three Billboards outside Ebbing, Missouri",2017-01-01,2018-01-01,MUSIC (Original Score),Carter Burwell,
Mudbound,2017-01-01,2018-01-01,MUSIC (Original Song),Music and Lyric by Mary J. Blige,
Call Me by Your Name,2017-01-01,2018-01-01,MUSIC (Original Song),Music and Lyric by Sufjan Stevens,
Coco,2017-01-01,2018-01-01,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,
Marshall,2017-01-01,2018-01-01,MUSIC (Original Song),Music by Diane Warren,
The Greatest Showman,2017-01-01,2018-01-01,MUSIC (Original Song),Music and Lyric by Benj Pasek and Justin Paul,
Call Me by Your Name,2017-01-01,2018-01-01,BEST PICTURE,Peter Spears,
Darkest Hour,2017-01-01,2018-01-01,BEST PICTURE,Tim Bevan,
Dunkirk,2017-01-01,2018-01-01,BEST PICTURE,Emma Thomas and Christopher Nolan,
Get Out,2017-01-01,2018-01-01,BEST PICTURE,Sean McKittrick,
Lady Bird,2017-01-01,2018-01-01,BEST PICTURE,Scott Rudin,
Phantom Thread,2017-01-01,2018-01-01,BEST PICTURE,JoAnne Sellar,
The Post,2017-01-01,2018-01-01,BEST PICTURE,Amy Pascal,
The Shape of Water,2017-01-01,2018-01-01,BEST PICTURE,Guillermo del Toro and J. Miles Dale,
"Three Billboards outside Ebbing, Missouri",2017-01-01,2018-01-01,BEST PICTURE,Graham Broadbent,
Beauty and the Beast,2017-01-01,2018-01-01,PRODUCTION DESIGN,Production Design: Sarah Greenwood,
Blade Runner 2049,2017-01-01,2018-01-01,PRODUCTION DESIGN,Production Design: Dennis Gassner,
Darkest Hour,2017-01-01,2018-01-01,PRODUCTION DESIGN,Production Design: Sarah Greenwood,
Dunkirk,2017-01-01,2018-01-01,PRODUCTION DESIGN,Production Design: Nathan Crowley,
The Shape of Water,2017-01-01,2018-01-01,PRODUCTION DESIGN,Production Design: Paul Denham Austerberry,
Dear Basketball,2017-01-01,2018-01-01,SHORT FILM (Animated),Glen Keane and Kobe Bryant,
Garden Party,2017-01-01,2018-01-01,SHORT FILM (Animated),Victor Caire and Gabriel Grapperon,
Lou,2017-01-01,2018-01-01,SHORT FILM (Animated),Dave Mullins and Dana Murray,
Negative Space,2017-01-01,2018-01-01,SHORT FILM (Animated),Max Porter and Ru Kuwahata,
Revolting Rhymes,2017-01-01,2018-01-01,SHORT FILM (Animated),Jakob Schuh and Jan Lachauer,
DeKalb Elementary,2017-01-01,2018-01-01,SHORT FILM (Live Action),Reed Van Dyk,
The Eleven O'Clock,2017-01-01,2018-01-01,SHORT FILM (Live Action),Derin Seale and Josh Lawson,
My Nephew Emmett,2017-01-01,2018-01-01,SHORT FILM (Live Action),Kevin Wilson,
The Silent Child,2017-01-01,2018-01-01,SHORT FILM (Live Action),Chris Overton and Rachel Shenton,
Watu Wote/All of Us,2017-01-01,2018-01-01,SHORT FILM (Live Action),Katja Benrath and Tobias Rosen,
Baby Driver,2017-01-01,2018-01-01,SOUND EDITING,Julian Slater,
Blade Runner 2049,2017-01-01,2018-01-01,SOUND EDITING,Mark Mangini and Theo Green,
Dunkirk,2017-01-01,2018-01-01,SOUND EDITING,Richard King and Alex Gibson,
The Shape of Water,2017-01-01,2018-01-01,SOUND EDITING,Nathan Robitaille and Nelson Ferreira,
Star Wars: The Last Jedi,2017-01-01,2018-01-01,SOUND EDITING,Matthew Wood and Ren Klyce,
Baby Driver,2017-01-01,2018-01-01,SOUND MIXING,Julian Slater,
Blade Runner 2049,2017-01-01,2018-01-01,SOUND MIXING,Ron Bartlett,
Dunkirk,2017-01-01,2018-01-01,SOUND MIXING,Gregg Landaker,
The Shape of Water,2017-01-01,2018-01-01,SOUND MIXING,Christian Cooke,
Star Wars: The Last Jedi,2017-01-01,2018-01-01,SOUND MIXING,David Parker,
Blade Runner 2049,2017-01-01,2018-01-01,VISUAL EFFECTS,John Nelson,
Guardians of the Galaxy Vol. 2,2017-01-01,2018-01-01,VISUAL EFFECTS,Christopher Townsend,
Kong: Skull Island,2017-01-01,2018-01-01,VISUAL EFFECTS,Stephen Rosenbaum,
Star Wars: The Last Jedi,2017-01-01,2018-01-01,VISUAL EFFECTS,Ben Morris,
War for the Planet of the Apes,2017-01-01,2018-01-01,VISUAL EFFECTS,Joe Letteri,
Call Me by Your Name,2017-01-01,2018-01-01,WRITING (Adapted Screenplay),Screenplay by James Ivory,
The Disaster Artist,2017-01-01,2018-01-01,WRITING (Adapted Screenplay),Screenplay by Scott Neustadter & Michael H. Weber,
Logan,2017-01-01,2018-01-01,WRITING (Adapted Screenplay),Screenplay by Scott Frank & James Mangold and Michael Green,
Molly's Game,2017-01-01,2018-01-01,WRITING (Adapted Screenplay),Written for the screen by Aaron Sorkin,
Mudbound,2017-01-01,2018-01-01,WRITING (Adapted Screenplay),Screenplay by Virgil Williams and Dee Rees,
The Big Sick,2017-01-01,2018-01-01,WRITING (Original Screenplay),Written by Emily V. Gordon & Kumail Nanjiani,
Get Out,2017-01-01,2018-01-01,WRITING (Original Screenplay),Written by Jordan Peele,
Lady Bird,2017-01-01,2018-01-01,WRITING (Original Screenplay),Written by Greta Gerwig,
The Shape of Water,2017-01-01,2018-01-01,WRITING (Original Screenplay),Screenplay by Guillermo del Toro & Vanessa Taylor,
"Three Billboards outside Ebbing, Missouri",2017-01-01,2018-01-01,WRITING (Original Screenplay),Written by Martin McDonagh,
Vice,2018-01-01,2019-01-01,ACTOR IN A LEADING ROLE,Christian Bale,
A Star Is Born,2018-01-01,2019-01-01,ACTOR IN A LEADING ROLE,Bradley Cooper,
At Eternity's Gate,2018-01-01,2019-01-01,ACTOR IN A LEADING ROLE,Willem Dafoe,
Bohemian Rhapsody,2018-01-01,2019-01-01,ACTOR IN A LEADING ROLE,Rami Malek,
Green Book,2018-01-01,2019-01-01,ACTOR IN A LEADING ROLE,Viggo Mortensen,
Green Book,2018-01-01,2019-01-01,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,
BlacKkKlansman,2018-01-01,2019-01-01,ACTOR IN A SUPPORTING ROLE,Adam Driver,
A Star Is Born,2018-01-01,2019-01-01,ACTOR IN A SUPPORTING ROLE,Sam Elliott,
Can You Ever Forgive Me?,2018-01-01,2019-01-01,ACTOR IN A SUPPORTING ROLE,Richard E. Grant,
Vice,2018-01-01,2019-01-01,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,
Roma,2018-01-01,2019-01-01,ACTRESS IN A LEADING ROLE,Yalitza Aparicio,
The Wife,2018-01-01,2019-01-01,ACTRESS IN A LEADING ROLE,Glenn Close,
The Favourite,2018-01-01,2019-01-01,ACTRESS IN A LEADING ROLE,Olivia Colman,
A Star Is Born,2018-01-01,2019-01-01,ACTRESS IN A LEADING ROLE,Lady Gaga,
Can You Ever Forgive Me?,2018-01-01,2019-01-01,ACTRESS IN A LEADING ROLE,Melissa McCarthy,
Vice,2018-01-01,2019-01-01,ACTRESS IN A SUPPORTING ROLE,Amy Adams,
Roma,2018-01-01,2019-01-01,ACTRESS IN A SUPPORTING ROLE,Marina de Tavira,
If Beale Street Could Talk,2018-01-01,2019-01-01,ACTRESS IN A SUPPORTING ROLE,Regina King,
The Favourite,2018-01-01,2019-01-01,ACTRESS IN A SUPPORTING ROLE,Emma Stone,
Incredibles 2,2018-01-01,2019-01-01,ANIMATED FEATURE FILM,Brad Bird,
Isle of Dogs,2018-01-01,2019-01-01,ANIMATED FEATURE FILM,Wes Anderson,
Mirai,2018-01-01,2019-01-01,ANIMATED FEATURE FILM,Mamoru Hosoda and Yuichiro Saito,
Ralph Breaks the Internet,2018-01-01,2019-01-01,ANIMATED FEATURE FILM,Rich Moore,
Spider-Man: Into the Spider-Verse,2018-01-01,2019-01-01,ANIMATED FEATURE FILM,Bob Persichetti,
Cold War,2018-01-01,2019-01-01,CINEMATOGRAPHY,Lukasz Zal,
The Favourite,2018-01-01,2019-01-01,CINEMATOGRAPHY,Robbie Ryan,
Never Look Away,2018-01-01,2019-01-01,CINEMATOGRAPHY,Caleb Deschanel,
Roma,2018-01-01,2019-01-01,CINEMATOGRAPHY,Alfonso Cuarón,
A Star Is Born,2018-01-01,2019-01-01,CINEMATOGRAPHY,Matthew Libatique,
The Ballad of Buster Scruggs,2018-01-01,2019-01-01,COSTUME DESIGN,Mary Zophres,
Black Panther,2018-01-01,2019-01-01,COSTUME DESIGN,Ruth Carter,
The Favourite,2018-01-01,2019-01-01,COSTUME DESIGN,Sandy Powell,
Mary Poppins Returns,2018-01-01,2019-01-01,COSTUME DESIGN,Sandy Powell,
Mary Queen of Scots,2018-01-01,2019-01-01,COSTUME DESIGN,Alexandra Byrne,
BlacKkKlansman,2018-01-01,2019-01-01,DIRECTING,Spike Lee,
Cold War,2018-01-01,2019-01-01,DIRECTING,Pawel Pawlikowski,
The Favourite,2018-01-01,2019-01-01,DIRECTING,Yorgos Lanthimos,
Roma,2018-01-01,2019-01-01,DIRECTING,Alfonso Cuarón,
Vice,2018-01-01,2019-01-01,DIRECTING,Adam McKay,
Free Solo,2018-01-01,2019-01-01,DOCUMENTARY (Feature),Elizabeth Chai Vasarhelyi,
"Hale County This Morning, This Evening",2018-01-01,2019-01-01,DOCUMENTARY (Feature),RaMell Ross,
Minding the Gap,2018-01-01,2019-01-01,DOCUMENTARY (Feature),Bing Liu and Diane Quon,
Of Fathers and Sons,2018-01-01,2019-01-01,DOCUMENTARY (Feature),Talal Derki,
RBG,2018-01-01,2019-01-01,DOCUMENTARY (Feature),Betsy West and Julie Cohen,
Black Sheep,2018-01-01,2019-01-01,DOCUMENTARY (Short Subject),Ed Perkins and Jonathan Chinn,
End Game,2018-01-01,2019-01-01,DOCUMENTARY (Short Subject),Rob Epstein and Jeffrey Friedman,
Lifeboat,2018-01-01,2019-01-01,DOCUMENTARY (Short Subject),Skye Fitzgerald and Bryn Mooser,
A Night at The Garden,2018-01-01,2019-01-01,DOCUMENTARY (Short Subject),Marshall Curry,
Period. End of Sentence.,2018-01-01,2019-01-01,DOCUMENTARY (Short Subject),Rayka Zehtabchi and Melissa Berton,
BlacKkKlansman,2018-01-01,2019-01-01,FILM EDITING,Barry Alexander Brown,
Bohemian Rhapsody,2018-01-01,2019-01-01,FILM EDITING,John Ottman,
The Favourite,2018-01-01,2019-01-01,FILM EDITING,Yorgos Mavropsaridis,
Green Book,2018-01-01,2019-01-01,FILM EDITING,Patrick J. Don Vito,
Vice,2018-01-01,2019-01-01,FILM EDITING,Hank Corwin,
Capernaum,2018-01-01,2019-01-01,FOREIGN LANGUAGE FILM,Lebanon,
Cold War,2018-01-01,2019-01-01,FOREIGN LANGUAGE FILM,Poland,
Never Look Away,2018-01-01,2019-01-01,FOREIGN LANGUAGE FILM,Germany,
Roma,2018-01-01,2019-01-01,FOREIGN LANGUAGE FILM,Mexico,
Shoplifters,2018-01-01,2019-01-01,FOREIGN LANGUAGE FILM,Japan,
Border,2018-01-01,2019-01-01,MAKEUP AND HAIRSTYLING,Göran Lundström and Pamela Goldammer,
Mary Queen of Scots,2018-01-01,2019-01-01,MAKEUP AND HAIRSTYLING,Jenny Shircore,
Vice,2018-01-01,2019-01-01,MAKEUP AND HAIRSTYLING,Greg Cannom,
Black Panther,2018-01-01,2019-01-01,MUSIC (Original Score),Ludwig Goransson,
BlacKkKlansman,2018-01-01,2019-01-01,MUSIC (Original Score),Terence Blanchard,
If Beale Street Could Talk,2018-01-01,2019-01-01,MUSIC (Original Score),Nicholas Britell,
Isle of Dogs,2018-01-01,2019-01-01,MUSIC (Original Score),Alexandre Desplat,
Mary Poppins Returns,2018-01-01,2019-01-01,MUSIC (Original Score),Marc Shaiman,
Black Panther,2018-01-01,2019-01-01,MUSIC (Original Song),Music by Kendrick Lamar,
RBG,2018-01-01,2019-01-01,MUSIC (Original Song),Music and Lyric by Diane Warren,
Mary Poppins Returns,2018-01-01,2019-01-01,MUSIC (Original Song),Music by Marc Shaiman,
A Star Is Born,2018-01-01,2019-01-01,MUSIC (Original Song),Music and Lyric by Lady Gaga,
The Ballad of Buster Scruggs,2018-01-01,2019-01-01,MUSIC (Original Song),Music and Lyric by Gillian Welch and David Rawlings,
Black Panther,2018-01-01,2019-01-01,BEST PICTURE,Kevin Feige,
BlacKkKlansman,2018-01-01,2019-01-01,BEST PICTURE,Sean McKittrick,
Bohemian Rhapsody,2018-01-01,2019-01-01,BEST PICTURE,Graham King,
The Favourite,2018-01-01,2019-01-01,BEST PICTURE,Ceci Dempsey,
Green Book,2018-01-01,2019-01-01,BEST PICTURE,Jim Burke,
Roma,2018-01-01,2019-01-01,BEST PICTURE,Gabriela Rodríguez and Alfonso Cuarón,
A Star Is Born,2018-01-01,2019-01-01,BEST PICTURE,Bill Gerber,
Vice,2018-01-01,2019-01-01,BEST PICTURE,Dede Gardner,
Black Panther,2018-01-01,2019-01-01,PRODUCTION DESIGN,Production Design: Hannah Beachler,
The Favourite,2018-01-01,2019-01-01,PRODUCTION DESIGN,Production Design: Fiona Crombie,
First Man,2018-01-01,2019-01-01,PRODUCTION DESIGN,Production Design: Nathan Crowley,
Mary Poppins Returns,2018-01-01,2019-01-01,PRODUCTION DESIGN,Production Design: John Myhre,
Roma,2018-01-01,2019-01-01,PRODUCTION DESIGN,Production Design: Eugenio Caballero,
Animal Behaviour,2018-01-01,2019-01-01,SHORT FILM (Animated),Alison Snowden and David Fine,
Bao,2018-01-01,2019-01-01,SHORT FILM (Animated),Domee Shi and Becky Neiman-Cobb,
Late Afternoon,2018-01-01,2019-01-01,SHORT FILM (Animated),Louise Bagnall and Nuria González Blanco,
One Small Step,2018-01-01,2019-01-01,SHORT FILM (Animated),Andrew Chesworth and Bobby Pontillas,
Weekends,2018-01-01,2019-01-01,SHORT FILM (Animated),Trevor Jimenez,
